time,CO*,O*,O2*,*
0.0,0.0,0.0,0.0,1.0
2.4907013574641793e-07,1.2503320814393466e-12,2.3869799708972314e-12,4.430281541034458e-15,0.9999999999963584
4.981402714928359e-07,2.500664162869813e-12,4.7841230139403615e-12,3.778073696527162e-15,0.9999999999927114
2.9888416289570154e-06,1.5003984976392533e-11,2.8742534147930714e-11,3.766864124236485e-15,0.9999999999562497
5.479542986421194e-06,2.7507305789025093e-11,5.270092130705414e-11,3.767643584892048e-15,0.9999999999197879
3.0386556561062987e-05,1.5254051383715295e-10,2.9228480836639307e-10,3.767645642004136e-15,0.9999999995551708
5.529357013570478e-05,2.7757372179626466e-10,5.318686953001817e-10,3.767645547767414e-15,0.9999999991905537
0.00030436370588212276,1.527905793567604e-09,2.927707553229083e-09,3.7676455477317516e-15,0.9999999955443828
0.0005534338416285407,2.778237856437327e-09,5.323546398172753e-09,3.767645547731007e-15,0.9999999918982119
0.00304413519909272,1.5281557703156826e-08,2.9281933706899547e-08,3.767645547734178e-15,0.9999999554365047
0.005534836556556899,2.7784876659714794e-08,5.324031971710331e-08,3.7676455477774195e-15,0.9999999189747997
0.03044185013119869,1.528179880275832e-07,2.9282406574822054e-07,3.767645550413669e-15,0.9999995543579423
0.05534886370584048,2.778510103794328e-07,5.324076819271793e-07,3.767645557056891e-15,0.9999991897413038
0.30441899945225837,1.52817341418795e-06,2.9282324366940026e-06,3.76764584387139e-15,0.9999955435941452
0.5534891351986763,2.778486916528499e-06,5.324044206389861e-06,3.767646531379569e-15,0.9999918974688732
3.044190492662855,1.528084003008502e-05,2.9281021270339852e-05,3.7676754432736976e-15,0.9999554381386957
5.534891850127034,2.778230313073408e-05,5.32366999720514e-05,3.767744420763301e-15,0.9999189809968934
21.70927289145702,0.00010894457012375832,0.00020877190183995028,3.7691671102582236e-15,0.9996822835280325
37.883653932787006,0.00019006911709719377,0.0003642520659801105,3.7722787355299434e-15,0.9994456788169189
54.05803497411699,0.00027115550772304826,0.0005196765464271938,3.7770786782443424e-15,0.9992091679458458
119.82142875675616,0.0006004504016143239,0.0011510412213326367,3.813969238295911e-15,0.9982485083770493
185.58482253939533,0.0009291138360318479,0.0017814835256110345,3.878718040377045e-15,0.9972894026383531
251.3482163220345,0.0012571471143663858,0.002411004721592747,3.971283204785594e-15,0.9963318481640369
452.73144596012656,0.002257766363406879,0.004333043037347202,4.427314459952037e-15,0.9934091905992415
654.1146755982186,0.0032525359343868352,0.006246505140965983,5.142599630055146e-15,0.9905009589246421
855.4979052363105,0.004241498234577628,0.0081514347435871,6.1159427937983945e-15,0.9876070670218292
1207.708642399634,0.005957315056320724,0.011462692124520337,8.435040645873782e-15,0.9825799928191505
1559.9193795629576,0.007655724589239587,0.014748216855777818,1.1533489096674537e-14,0.9775960585549711
1912.1301167262811,0.009336956076676978,0.018008244910731983,1.5404961989469558e-14,0.9726547990125758
2264.3408538896047,0.011001233212952499,0.021243006412697156,2.0043158758282992e-14,0.9677557603743303
2871.697692970876,0.013831940190298098,0.02676236957525263,2.98240658713835e-14,0.9594056902344194
3479.054532052147,0.01661397324751825,0.03220838993921397,4.183420895858885e-14,0.9511776368132261
4086.411371133418,0.019348399390059997,0.03758216305131131,5.6041734310303786e-14,0.9430694375585726
4693.768210214689,0.0220362569109654,0.04288475416690046,7.241494425120933e-14,0.9350789889220618
5818.623605704073,0.026894727801538867,0.052520923599201574,1.0835174463659784e-13,0.9205843485991512
6943.479001193457,0.03160310990012996,0.06192281696741232,1.5140940888946865e-13,0.9064740731323064
8068.3343966828415,0.036167303316878924,0.07109647412068616,2.01389426576199e-13,0.8927362225622336
9193.189792172227,0.040592936885110814,0.08004765476954913,2.580939496105471e-13,0.8793594083450821
10318.045187661612,0.04488538344445595,0.08878185638179213,3.2132546122047434e-13,0.8663327601734307
11754.095364676248,0.05017991090769626,0.09962538514831239,4.1122201890268807e-13,0.8501947039435802
13190.145541690885,0.05527583810353661,0.11013419119725953,5.110231124174674e-13,0.8345899706986931
14626.195718705521,0.060182731141135114,0.12031809403642087,6.203160036971979e-13,0.8194991748218238
16062.245895720158,0.06490962690479779,0.13018639609286137,7.386860626862664e-13,0.8049039770016024
17498.296072734796,0.06946506837242694,0.13974792530820418,8.657163068373303e-13,0.7907870063185033
18934.346249749433,0.07385713746667762,0.14901107499006996,1.0009872368257787e-12,0.7771317875422515
20950.54657318801,0.07976242488005808,0.16152814183901612,1.2040039848842061e-12,0.7587094332797218
22966.746896626588,0.08538054179863143,0.1734936863978125,1.4212535562730696e-12,0.7411257718021348
24982.947220065165,0.09072990912040996,0.18492740079770265,1.6515475651729198e-12,0.7243426900802359
26999.147543503743,0.0958276387665221,0.19584787945290205,1.893688986390641e-12,0.7083244817786823
29015.34786694232,0.1006896428155053,0.20627275286571323,2.1464738805131104e-12,0.6930376043166351
31031.548190380898,0.1053307326043301,0.21621880823859047,2.408694896883136e-12,0.678450459154671
33236.92559220306,0.110170580393584,0.22656870776421717,2.704900856939426e-12,0.6632607118394943
35442.302994025216,0.1147793933234215,0.23638504297471097,3.0093807815394556e-12,0.6488355636988583
37647.680395847376,0.11917273790338372,0.24568715452526502,3.3205756867473395e-12,0.6351401075680311
39853.057797669535,0.12336505900579182,0.2544937015944428,3.6369516722124784e-12,0.6221412393961286
42058.435199491694,0.12736977063649835,0.26282275605300487,3.957004641513077e-12,0.60980747330654
44263.81260131385,0.13119933813266335,0.27069188205747235,4.2792718382583506e-12,0.5981087798055852
46672.4273851389,0.13519534855405757,0.2787808820642588,4.632104831406316e-12,0.5860237693770517
49081.04216896395,0.13901025863853886,0.2863634683377337,4.984133415638948e-12,0.5746262730187435
51489.656952788995,0.1426570154886153,0.29346092350099784,5.333692335279123e-12,0.5638820610050533
53898.27173661404,0.1461475951077486,0.30009408118355246,5.67922344246674e-12,0.55375832370302
56306.88652043909,0.14949307927264052,0.3062833557977519,6.019285608844907e-12,0.5442235649235884
58715.50130426414,0.15270372553608957,0.3120487595614407,6.3525630302838535e-12,0.5352475148961173
61414.257160806024,0.156152653148606,0.3180293493676964,6.716468578363434e-12,0.5258179974769814
64113.01301734791,0.15945652023335602,0.3235294084289943,7.068909322676686e-12,0.5170140713305809
66811.7688738898,0.1626266275097546,0.3285752808904411,7.408638188924112e-12,0.5087980915923958
69510.52473043169,0.16567334477632123,0.33319262962087687,7.734623762352533e-12,0.5011340255950674
72209.28058697357,0.1686061877378127,0.3374064000206259,8.046046150356868e-12,0.4939874122335156
74908.03644351546,0.17143388836623638,0.34124078133815505,8.342287650338586e-12,0.4873253302872664
78314.65972411112,0.1748655226629103,0.34557542978884703,8.69391266737715e-12,0.47955904753954876
81721.28300470677,0.17815696614848273,0.3493879227134242,9.020227910824014e-12,0.47245511112907285
85127.90628530242,0.18132133890339475,0.3527211884308306,9.321178822408476e-12,0.4659574726564536
88534.52956589808,0.18437040480980169,0.3556158524641162,9.59705832228833e-12,0.46001374271648515
91941.15284649373,0.1873147090707121,0.3581101821472041,9.848451042046382e-12,0.4545751087722355
95347.77612708938,0.1901637030636319,0.3602400598001051,1.0076178340629055e-11,0.4495962371261869
98908.83953126665,0.19304914739365106,0.3621132088846402,1.0290024016430717e-11,0.44483764371141876
102469.90293544393,0.19584833984296462,0.36366020781189196,1.0480417224633166e-11,0.440491452334663
106030.9663396212,0.19856899007228723,0.36491381691670266,1.0648773785654378e-11,0.4365171930003615
109592.02974379847,0.20121796995318886,0.3659041371702083,1.0796572369438495e-11,0.43287789286580636
113153.09314797574,0.20380140460901344,0.3666587221483539,1.0925315190176505e-11,0.42953987323170745
116714.15655215301,0.20632475410702253,0.3672027055616235,1.1036496180758716e-11,0.4264725403203176
120135.07280199429,0.2086967407616654,0.36754820674264294,1.1128120678633878e-11,0.42375505248456363
123555.98905183557,0.21102163060802095,0.36773886033529396,1.1206135814322534e-11,0.4212395090454791
126976.90530167684,0.21330287894120745,0.3677913721943088,1.1271734602209445e-11,0.418905748853212
130397.82155151812,0.21554358286939868,0.3677208742520034,1.1326045899305667e-11,0.4167355428672719
133818.73780135938,0.21774651970572412,0.3675410445585119,1.137012947350834e-11,0.41471243572439376
137239.65405120066,0.2199141812323639,0.36726422390967317,1.140497344827601e-11,0.41282159484655784
141711.30602223618,0.22269813723740547,0.3667744561904966,1.1438101030762574e-11,0.4105274065606598
146182.9579932717,0.22543003859461294,0.3661598249835519,1.1458862382121477e-11,0.40841013641037627
150654.60996430722,0.22811373355396183,0.3654394210503991,1.1468921360744925e-11,0.40644684538417014
155126.26193534274,0.23075257697143084,0.3646297886200781,1.1469754225380204e-11,0.40461763439702114
159597.91390637826,0.23334949839146624,0.36374523744986437,1.1462663664718247e-11,0.4029052641472067
164069.56587741378,0.23590706149217153,0.3627981240891877,1.144879394762875e-11,0.4012948144071919
168481.0353860827,0.2383938307912553,0.36181285123202644,1.1429445120648301e-11,0.3997933179652886
172892.5048947516,0.2408463842565144,0.3607858781605711,1.1405312142833951e-11,0.39836773757150906
177303.9744034205,0.24326640069885289,0.35972480164875803,1.1377125870425226e-11,0.39700879764101193
181715.4439120894,0.2456553672703598,0.35863615967435336,1.1345521356004996e-11,0.3957084730439412
186126.9134207583,0.2480146055693431,0.3575255725492503,1.131104920674375e-11,0.3944598218700954
190538.3829294272,0.2503452940849955,0.35639786616268426,1.1274185886280112e-11,0.393256839741046
195334.08387265928,0.2528478217502154,0.35515733302150243,1.1231878105371599e-11,0.39199484521705036
200129.78481589135,0.2553190660451001,0.35390597503595755,1.1187683097091067e-11,0.3907749589077546
204925.48575912343,0.25776011067231563,0.352647612215677,1.1141986172833879e-11,0.38959227710086536
209721.1867023555,0.26017192922777327,0.3513854621473234,1.1095114228468661e-11,0.388442608613808
214516.8876455876,0.2625554007786231,0.35012222967056666,1.104734413605252e-11,0.38732236953976296
219312.58858881966,0.26491132319788113,0.34886018398328333,1.0998910046688719e-11,0.3862284928078365
224850.70374464226,0.26759863458019306,0.3474067071834796,1.0942408779286581e-11,0.3849946582253849
230388.81890046486,0.2702511974750145,0.3459597427719434,1.0885537991485631e-11,0.3837890597421565
235926.93405628746,0.2728699432187244,0.34452123733097395,1.0828505322773178e-11,0.382608819439473
241465.04921211005,0.2754557258603959,0.34309275300655345,1.0771480184639348e-11,0.38145152112227915
247003.16436793265,0.27800933360732843,0.3416755339791149,1.0714600295013929e-11,0.3803151324028421
252541.27952375525,0.2805314984916547,0.3402705624254397,1.0657977194292073e-11,0.3791979390722476
259130.28810119804,0.2834922460549129,0.33861599038320855,1.0591067206818668e-11,0.3778917635512874
265719.2966786408,0.28641052738173917,0.3369807974160956,1.052476604814455e-11,0.3766086751916403
272308.3052560836,0.2892873479734406,0.33536566721042144,1.0459164170242506e-11,0.3753469848056786
278897.3138335264,0.29212365303531923,0.33377105671057794,1.039432913654849e-11,0.3741052902437084
285486.3224109692,0.2949203360074447,0.33219724340962453,1.0330310320852919e-11,0.3728824205726005
292075.33098841197,0.29767824565165635,0.33064436405996417,1.0267142750769136e-11,0.3716773902781123
300176.82348025433,0.3010172702425566,0.32876375032446753,1.0190676134893194e-11,0.37021897942278514
308278.3159720967,0.3043003345977537,0.3269146925182637,1.0115557581229027e-11,0.3687849728738671
316379.80846393906,0.30752880526005744,0.32509691996774276,1.0041797791986336e-11,0.36737427476215795
324481.3009557814,0.31070398839254637,0.3233100545519922,9.969395973778489e-12,0.365985957045492
332582.7934476238,0.31382713642182775,0.3215536413295644,9.898342876632922e-12,0.3646192222387095
340684.28593946615,0.3168994535456802,0.31982717268067007,9.828623190023402e-12,0.3632733737638212
351103.042076265,0.32077768759490494,0.31765002279971105,9.740889610808829e-12,0.361572289595643
361521.7982130638,0.32457613998466556,0.31552029212142335,9.655279779753736e-12,0.35990356788425587
371940.5543498626,0.32829708117827927,0.3134367472426645,9.571739912526896e-12,0.3582661715694844
382359.31048666144,0.3319426890324709,0.3113981468625146,9.490213287540395e-12,0.35665916409552423
392778.06662346027,0.3355150556133278,0.30940325786767464,9.4106418840108e-12,0.3550816865095869
403196.8227602591,0.33901619309749265,0.30745086715910913,9.332967606215757e-12,0.35353293973406513
417497.48585877044,0.3437093652824103,0.3048380709547437,9.229336839886667e-12,0.3514525637536167
431798.1489572818,0.34827677590588896,0.3023001395727993,9.129027321263824e-12,0.3494230845121827
446098.8120557931,0.35272298569661703,0.29983422182861247,9.03189949643409e-12,0.3474427924657385
460399.47515430447,0.35705233689844124,0.297437587629378,8.937819564362494e-12,0.34551007546324297
474700.1382528158,0.36126896727867763,0.2951076285942651,8.846659826208284e-12,0.3436234041182105
489000.80135132716,0.3653768229441838,0.29284185685218267,8.758298861352315e-12,0.3417813201948752
510680.0333237394,0.3714050957348509,0.28952417593928625,8.629428479956456e-12,0.3390707283172332
532359.2652961516,0.37720438705062875,0.28634079810775737,8.506350132274936e-12,0.33645481483310735
554038.4972685638,0.3827862606493397,0.28328447854465566,8.388715968742079e-12,0.3339292607976158
