time,CO*,H2O*,H*,OH*,COOH*,CO2*,*
0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
5.0973314142863444e-18,0.4999984689199687,0.4999998488510479,1.1898636193253595e-10,1.189863195681154e-10,4.23644205350925e-17,7.237384197000293e-20,1.6819910106303869e-06
1.0194662828572689e-17,0.49999693784702376,0.49999969756483664,3.75524290932659e-10,3.7552410825173787e-10,1.826809211954842e-16,2.284124338950268e-19,3.3638370909578905e-06
6.116797697143614e-17,0.49998162774134236,0.49999817262546126,1.5043929226140472e-08,1.504387526431111e-08,5.396182900881884e-14,9.15134057112937e-18,2.016954533780999e-05
1.1214129111429958e-16,0.4999663183454763,0.49999663394837923,4.347938473908319e-08,4.3479167591617334e-08,2.1714746709165006e-13,2.6460270598999952e-17,3.6960747374977923e-05
2.648572476040938e-16,0.4999204553528381,0.49999194809235287,2.0481703805324876e-07,2.0481510498855985e-07,1.933064858101806e-12,1.2533926164628932e-16,8.718692073269678e-05
4.1757320409388795e-16,0.49987459864918943,0.49998714072788975,4.879241491176571e-07,4.879176751832472e-07,6.473936235552444e-12,3.0191294309134317e-16,0.00013728477462225487
5.702891605836821e-16,0.49982874837979563,0.4999822092116042,8.954509422063961e-07,8.954355817632539e-07,1.536045216121257e-11,5.650083882095194e-16,0.00018725150671519637
9.619710007250643e-16,0.4997111824390221,0.4999689911705431,2.5117245616574827e-06,2.5116519010185987e-06,7.266077745738219e-11,1.8320187334790134e-15,0.0003148029413095835
1.3536528408664465e-15,0.4995936590009715,0.49995495721900024,4.945698825664082e-06,4.945502843854331e-06,1.95982540426377e-10,4.475838056840445e-15,0.0004414923823718077
1.7453346810078286e-15,0.49947617794588345,0.4999401125794665,8.192160596922607e-06,8.19174959936265e-06,4.110001228759697e-10,9.762841616397538e-15,0.0005673251534439464
2.645715549935978e-15,0.4992062776172581,0.49990294532858387,1.8704901182213244e-05,1.8703511321425393e-05,1.3898825376346445e-09,4.734856620938983e-14,0.0008533672517245938
3.5460964188641275e-15,0.498936598773147,0.4998615934407803,3.341193471714608e-05,3.340863448954237e-05,3.3003199506155134e-09,1.655862325474077e-13,0.001134983916380512
4.4464772877922774e-15,0.49866713967006543,0.499816127030718,5.224324793935958e-05,5.2236795296893736e-05,6.452923535300852e-09,4.620743655885097e-13,0.0014122468025947153
5.346858156720427e-15,0.4983978986041831,0.49976661540921086,7.512962897000083e-05,7.51184790296419e-05,1.1150637903992687e-08,1.095842620643607e-12,0.0016852267268726503
8.005344164697147e-15,0.4976041877246322,0.4995974783072327,0.00016571083670037073,0.00016567402767888944,3.681453011600994e-08,8.101245926310492e-12,0.002466912281125987
1.0663830172673866e-14,0.4968123223199394,0.49939543532236286,0.0002892870690548388,0.0002892013206634293,8.577067167882379e-08,3.1911636304837295e-11,0.0032136681654008356
1.3322316180650586e-14,0.4960222632392069,0.4991622644527794,0.0004440825703075927,0.00044391773732668,1.6489822357123218e-07,9.176138109457501e-11,0.0039273070103966095
1.5980802188627307e-14,0.4952339735585515,0.49889977650458,0.000628288611795961,0.000628008158099517,2.8061062598931226e-07,2.1738713316277946e-10,0.00460967233894099
1.9111706358177042e-14,0.4943078253665512,0.498555582671881,0.0008804121094102293,0.0008799406644244505,4.718174843047773e-07,5.076942860303008e-10,0.005375766862517694
2.2242610527726778e-14,0.4933840303243888,0.49817644527058574,0.0011676142652234395,0.0011668841282977233,7.309084157550145e-07,1.0366873274675563e-09,0.006104294066359557
2.5373514697276513e-14,0.49246253969169085,0.497765607987379,0.0014866538834666081,0.0014855894179313777,1.065909852976699e-06,1.9171855560170866e-09,0.006798541192454961
2.850441886682625e-14,0.49154330910370236,0.49732641419036316,0.0018341897390569358,0.0018327083219424785,1.483917874332661e-06,3.2857271633427115e-09,0.007461891441300094
3.2291874370426864e-14,0.4904342791754616,0.49676210883412797,0.0022878057675670737,0.0022857009190129386,2.1093205134873854e-06,5.820557871527823e-09,0.008227990162726889
3.607932987402748e-14,0.4893284357354375,0.49616743933618207,0.0027719955327242655,0.0027691286621690805,2.874306765474735e-06,9.6210106578221e-09,0.008960116805671806
3.9866785377628097e-14,0.4882257259452847,0.4955485264643525,0.00328064002577382,0.003276865727583696,3.785951836848971e-06,1.5043522228289526e-08,0.009664440841590183
4.365424088122871e-14,0.48712610596060973,0.4949113544765287,0.003807756054234795,0.0038029240259643965,4.849406783150461e-06,2.2472744466403575e-08,0.010346987603066701
4.744169638482933e-14,0.4860295404690458,0.49426164928263455,0.00434761813187625,0.004341574974018924,6.067997071382395e-06,3.2313728374044555e-08,0.011013516831555112
5.177872164419894e-14,0.48477757716954906,0.49350915939578416,0.004974587549855644,0.004966967368202589,7.655929577742967e-06,4.708467082042611e-08,0.011764005502302067
5.611574690356855e-14,0.48352955448887686,0.49275453049825724,0.005603973762009782,0.0055945738886610365,9.449213443608371e-06,6.620752702578098e-08,0.012507851941181165
6.045277216293816e-14,0.4822854543832784,0.49200408907938076,0.006229448463538264,0.006218068743583988,1.1445361341892639e-05,9.032320831019403e-08,0.013251403645630119
6.478979742230777e-14,0.48104526811151377,0.4912631278521231,0.006845716543037057,0.006832161156174061,1.3639900016173416e-05,1.2006503317522933e-07,0.013999966372059606
6.912682268167739e-14,0.47980899441867353,0.4905358832280421,0.007448538759110403,0.007432617638976648,1.602676176770816e-05,1.5605179521920752e-07,0.014757783141584947
7.3463847941047e-14,0.4785766377803757,0.4898255616111232,0.008034705584938113,0.008016235458507444,1.859866385562107e-05,1.988821819712107e-07,0.01552806201896437
7.745831126994231e-14,0.4774450918795595,0.48918826722697323,0.008557885512317547,0.008536912017088154,2.1124121584181836e-05,2.44878642731921e-07,0.01625047436377788
8.145277459883762e-14,0.47631688454216264,0.48856835887187705,0.009063901003587997,0.009040281155443811,2.3792885501345682e-05,2.975949841600904e-07,0.016986483946380714
8.544723792773293e-14,0.47519202550674544,0.4879664193108282,0.009552166665691027,0.009525763746345384,2.65979774984971e-05,3.5743648222463007e-07,0.0177366693563383
8.944170125662824e-14,0.47407052481900686,0.48738258942843377,0.010022539031155395,0.009993222559880381,2.9532377378385138e-05,4.247840984633029e-07,0.018501166999970033
9.343616458552355e-14,0.47295239222393237,0.48681665715619005,0.010475227663215136,0.010442873254189407,3.258915746043661e-05,4.999926184231281e-07,0.019279760552316498
1.004386581414882e-13,0.471000404475266,0.4858661528251886,0.011227719121262955,0.011189756538071317,3.82229093421363e-05,6.517774272583398e-07,0.0206770923533784
